Abdul Muis-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,4,216,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312371,,-6.184335,B 1073 UHX,106.815300,19294162,35,AGD Dinas Kesehatan,,0,Stop,ENGINE ON,active,351608080491819,1508991567,26-October-2017 11:19:27,VT-90Z,AGDdki,Available,Minibus,20171026,20171026
Abdul Muis-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,4,219,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312371,,-6.181365,B 1073 UHX,106.817100,19293993,35,AGD Dinas Kesehatan,,0,Stop,ENGINE ON,active,351608080491819,1508991267,26-October-2017 11:14:27,VT-90Z,AGDdki,Available,Minibus,20171026,20171026
Abdul Muis-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,4,355,Nov 20 2018 12:00:00:000AM,1,Valid Location,08113254581,,-6.178356,B 1044 UHX,106.818700,30858176,19,AGD118,,7,Running,ENGINE ON,active,358899051548074,1509000565,26-October-2017 13:49:25,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Abdul Rahman Saleh 1-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,0,135,Mar 15 2018 03:52:43:773PM,1,Valid Location,08113423485,,-6.178782,B 1062 UHX,106.839700,17177874,30,AGD,,31,Running,ENGINE OFF,active,358899056647723,1509001467,26-October-2017 14:04:27,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Abdul Rahman Saleh 1-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,4,137,Nov 20 2018 12:00:00:000AM,1,Valid Location,08113254581,,-6.179543,B 1044 UHX,106.840300,30828365,19,AGD118,,0,Stop,ENGINE ON,active,358899051548074,1508992145,26-October-2017 11:29:05,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Abdul Rahman Saleh Raya-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,4,226,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312381,,-6.174996,B 1072 UHX,106.837300,18868649,55,AGD Dinas Kesehatan,,24,Running,ENGINE ON,active,351608080478774,1509017965,26-October-2017 18:39:25,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Abdul Rahman Saleh Raya-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,4,228,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312371,,-6.174530,B 1073 UHX,106.837600,19329160,35,AGD Dinas Kesehatan,,31,Running,ENGINE ON,active,351608080491819,1509011243,26-October-2017 16:47:23,VT-90Z,AGDdki,Available,Minibus,20171026,20171026
Abdul Rahman Saleh Raya-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,4,229,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312376,,-6.174972,B 1074 UHX,106.837300,23054917,37,AGD Dinas Kesehatan,,30,Running,ENGINE ON,active,351608080506244,1508973268,26-October-2017 06:14:28,VT-90Z,AGDdki,Available,Minibus,20171026,20171026
Abdul Rahman Saleh-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,0,213,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312381,,-6.177216,B 1072 UHX,106.838200,18778761,55,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080478774,1508951046,26-October-2017 00:04:06,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Abdul Rahman Saleh-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,0,213,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312381,,-6.177216,B 1072 UHX,106.838200,18778761,55,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080478774,1508951346,26-October-2017 00:09:06,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Abdul Rahman Saleh-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,4,17,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312381,,-6.176548,B 1072 UHX,106.838800,18778864,55,AGD Dinas Kesehatan,,0,Stop,ENGINE ON,active,351608080478774,1508951950,26-October-2017 00:19:10,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Adam-JAKARTA BARAT (KOTA),DKI JAKARTA,0,0,134,Oct 14 2018 12:00:00:000AM,1,Valid Location,08117512263,,-6.210217,B 1040 UHX,106.778800,29369079,16,AGD118,,0,Stop And Parking,ENGINE OFF,active,358899051566480,1508996042,26-October-2017 12:34:02,VT-90Z,AGDdki,In serviced,Minibus,20171026,20171026
Adam-JAKARTA BARAT (KOTA),DKI JAKARTA,0,0,134,Oct 14 2018 12:00:00:000AM,1,Valid Location,08117512263,,-6.210217,B 1040 UHX,106.778800,29369079,16,AGD118,,0,Stop And Parking,ENGINE OFF,active,358899051566480,1508996372,26-October-2017 12:39:32,VT-90Z,AGDdki,In serviced,Minibus,20171026,20171026
Adam-JAKARTA BARAT (KOTA),DKI JAKARTA,0,0,84,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312376,,-6.211081,B 1074 UHX,106.777900,23040424,37,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080506244,1508970563,26-October-2017 05:29:23,VT-90Z,AGDdki,Available,Minibus,20171026,20171026
Adam-JAKARTA BARAT (KOTA),DKI JAKARTA,0,0,84,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312376,,-6.211081,B 1074 UHX,106.777900,23040424,37,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080506244,1508970873,26-October-2017 05:34:33,VT-90Z,AGDdki,Available,Minibus,20171026,20171026
Adam-JAKARTA BARAT (KOTA),DKI JAKARTA,0,4,134,Oct 14 2018 12:00:00:000AM,1,Valid Location,08117512263,,-6.210217,B 1040 UHX,106.778800,29369079,16,AGD118,,0,Stop,ENGINE ON,active,358899051566480,1508996668,26-October-2017 12:44:28,VT-90Z,AGDdki,In serviced,Minibus,20171026,20171026
Adam-JAKARTA BARAT (KOTA),DKI JAKARTA,0,4,269,Oct 14 2018 12:00:00:000AM,1,Valid Location,08117512263,,-6.210142,B 1040 UHX,106.780000,29368958,16,AGD118,,22,Running,ENGINE ON,active,358899051566480,1508995753,26-October-2017 12:29:13,VT-90Z,AGDdki,In serviced,Minibus,20171026,20171026
Adam-JAKARTA BARAT (KOTA),DKI JAKARTA,0,4,84,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312376,,-6.211078,B 1074 UHX,106.778100,23040446,37,AGD Dinas Kesehatan,,13,Running,ENGINE ON,active,351608080506244,1508971167,26-October-2017 05:39:27,VT-90Z,AGDdki,Available,Minibus,20171026,20171026
Adam-JAKARTA BARAT (KOTA),DKI JAKARTA,0,4,87,Oct 14 2018 12:00:00:000AM,1,Valid Location,08117512263,,-6.211047,B 1040 UHX,106.779300,29369682,16,AGD118,,17,Running,ENGINE ON,active,358899051566480,1508996968,26-October-2017 12:49:28,VT-90Z,AGDdki,In serviced,Minibus,20171026,20171026
Adam-JAKARTA BARAT (KOTA),DKI JAKARTA,0,4,89,Oct 14 2018 12:00:00:000AM,1,Valid Location,08117512263,,-6.211155,B 1040 UHX,106.777200,29367827,16,AGD118,,28,Running,ENGINE ON,active,358899051566480,1508995453,26-October-2017 12:24:13,VT-90Z,AGDdki,In serviced,Minibus,20171026,20171026
Agung Utara 4-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,132,Mar 15 2018 03:46:38:270PM,1,Valid Location,08117039928,,-6.138691,B 1051 UHX,106.861400,28980251,25,Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,358899051546292,1509009497,26-October-2017 16:18:17,VT-90Z,AGDdki,In serviced,Minibus,20171026,20171026
Agung Utara 5-JAKARTA UTARA (KOTA),DKI JAKARTA,0,4,170,Dec 22 2018 12:00:00:000AM,1,Valid Location,08113161614,,-6.138326,B 1022 UHX,106.856600,23655361,12,AGD118,,0,Stop,ENGINE ON,active,358899053331198,1508988572,26-October-2017 10:29:32,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Agung Utara 5-JAKARTA UTARA (KOTA),DKI JAKARTA,0,4,171,Sep 17 2018 01:49:26:743PM,1,Valid Location,08117562193,,-6.138680,B 1005 UHX,106.856600,20212289,2,AGD118,,0,Stop,ENGINE ON,active,353419039537563,1509002615,26-October-2017 14:23:35,VT-90Z,AGDdki,Available,Minibus,20171026,20171026
Agung Utara 5-JAKARTA UTARA (KOTA),DKI JAKARTA,0,4,180,Mar 15 2018 03:46:38:270PM,1,Valid Location,08117039928,,-6.138424,B 1051 UHX,106.856600,28965879,25,Dinas Kesehatan,,0,Stop,ENGINE ON,active,358899051546292,1509003269,26-October-2017 14:34:29,VT-90Z,AGDdki,In serviced,Minibus,20171026,20171026
Agung Utara 6-JAKARTA UTARA (KOTA),DKI JAKARTA,0,4,169,Mar 15 2018 03:46:38:270PM,1,Valid Location,08117039928,,-6.136972,B 1051 UHX,106.856300,28943106,25,Dinas Kesehatan,,60,Running,ENGINE ON,active,358899051546292,1508989769,26-October-2017 10:49:29,VT-90Z,AGDdki,In serviced,Minibus,20171026,20171026
Ahmad Yani-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,4,0,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.184339,B 1069 UHX,106.875400,15470465,49,AGD Dinas Kesehatan,,28,Running,ENGINE ON,active,351608080470821,1508975049,26-October-2017 06:44:09,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Ahmad Yani-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,4,11,Mar 15 2018 03:51:29:490PM,1,Valid Location,08113423486,,-6.169673,B 1061 UHX,106.877500,19831496,29,AGD,,16,Running,ENGINE ON,active,358899056614830,1508976255,26-October-2017 07:04:15,VT-90Z,AGDdki,Available,Minibus,20171026,20171026
Ahmad Yani-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,4,12,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.172465,B 1069 UHX,106.877000,15496316,49,AGD Dinas Kesehatan,,43,Running,ENGINE ON,active,351608080470821,1508991561,26-October-2017 11:19:21,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Ahmad Yani-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,4,13,Sep 17 2018 01:49:26:743PM,1,Valid Location,08117562193,,-6.171102,B 1005 UHX,106.877100,20202824,2,AGD118,,42,Running,ENGINE ON,active,353419039537563,1508984665,26-October-2017 09:24:25,VT-90Z,AGDdki,Available,Minibus,20171026,20171026
Ahmad Yani-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,4,14,Oct 14 2018 12:00:00:000AM,1,Valid Location,08117512262,,-6.172647,B 1039 UHX,106.876700,23099503,52,AGD118,,47,Running,ENGINE ON,active,358899051565334,1508959157,26-October-2017 02:19:17,VT-90Z,AGDdki,In serviced,Minibus,20171026,20171026
Ahmad Yani-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,4,183,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312382,,-6.190445,B 1077 UHX,106.875500,23524272,39,AGD Dinas Kesehatan,,39,Running,ENGINE ON,active,351608080500718,1508990367,26-October-2017 10:59:27,VT-90Z,AGDdki,Available,Minibus,20171026,20171026
Ahmad Yani-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,4,193,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312382,,-6.173628,B 1077 UHX,106.876700,23522396,39,AGD Dinas Kesehatan,,29,Running,ENGINE ON,active,351608080500718,1508990034,26-October-2017 10:53:54,VT-90Z,AGDdki,Available,Minibus,20171026,20171026
Ahmad Yani-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,4,197,Mar 15 2018 03:48:28:083PM,1,Valid Location,08117039929,,-6.168249,B 1053 UHX,106.878200,40708318,27,Dinas Kesehatan,,10,Running,ENGINE ON,active,358899051549510,1509007769,26-October-2017 15:49:29,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Ahmad Yani-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,4,2,Mar 15 2018 03:46:38:270PM,1,Valid Location,08117039928,,-6.184047,B 1051 UHX,106.875500,28995941,25,Dinas Kesehatan,,31,Running,ENGINE ON,active,358899051546292,1509015842,26-October-2017 18:04:02,VT-90Z,AGDdki,In serviced,Minibus,20171026,20171026
Ahmad Yani-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,4,26,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312382,,-6.167161,B 1077 UHX,106.878300,23511890,39,AGD Dinas Kesehatan,,11,Running,ENGINE ON,active,351608080500718,1508987372,26-October-2017 10:09:32,VT-90Z,AGDdki,Available,Minibus,20171026,20171026
Ahmad Yani-JAKARTA PUSAT (KOTA),DKI JAKARTA,0,4,7,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312371,,-6.175991,B 1073 UHX,106.875900,19312339,35,AGD Dinas Kesehatan,,51,Running,ENGINE ON,active,351608080491819,1509005370,26-October-2017 15:09:30,VT-90Z,AGDdki,Available,Minibus,20171026,20171026
Ampera Raya-JAKARTA SELATAN (KOTA),DKI JAKARTA,0,4,14,Oct 14 2018 12:00:00:000AM,1,Valid Location,08117512264,,-6.275662,B 1046 UHX,106.820700,30299676,21,AGD118,,19,Running,ENGINE ON,active,358899051521428,1509030271,26-October-2017 22:04:31,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Ampera Raya-JAKARTA SELATAN (KOTA),DKI JAKARTA,0,4,189,Sep 17 2018 01:54:42:557PM,1,Valid Location,08117562197,,-6.274961,B 1023 UHX,106.820900,23466275,48,AGD118,,23,Running,ENGINE ON,active,353419039535724,1508992772,26-October-2017 11:39:32,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,0,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115006,B 1069 UHX,106.893800,15543235,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1509021260,26-October-2017 19:34:20,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,0,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115006,B 1069 UHX,106.893800,15543235,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1509021560,26-October-2017 19:39:20,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,0,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115054,B 1069 UHX,106.893900,15516157,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1509005960,26-October-2017 15:19:20,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,0,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115054,B 1069 UHX,106.893900,15516157,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1509006260,26-October-2017 15:24:20,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,0,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115054,B 1069 UHX,106.893900,15516157,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1509006560,26-October-2017 15:29:20,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,0,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115054,B 1069 UHX,106.893900,15516157,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1509006860,26-October-2017 15:34:20,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,10,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115107,B 1069 UHX,106.894000,15442634,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1508969365,26-October-2017 05:09:25,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,101,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115052,B 1069 UHX,106.893800,15543235,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1509020360,26-October-2017 19:19:20,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,101,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115052,B 1069 UHX,106.893800,15543235,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1509020660,26-October-2017 19:24:20,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,101,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115052,B 1069 UHX,106.893800,15543235,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1509020900,26-October-2017 19:28:20,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,121,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115073,B 1069 UHX,106.893900,15478439,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1508979863,26-October-2017 08:04:23,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,144,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115055,B 1069 UHX,106.893900,15478439,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1508981063,26-October-2017 08:24:23,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,148,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.114959,B 1069 UHX,106.894100,15442634,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1508969965,26-October-2017 05:19:25,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,155,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115070,B 1069 UHX,106.894200,15478439,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1508982863,26-October-2017 08:54:23,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,18,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115067,B 1069 UHX,106.893900,15478439,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1508985863,26-October-2017 09:44:23,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,214,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115075,B 1069 UHX,106.894000,15442634,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1508966065,26-October-2017 04:14:25,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,214,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115075,B 1069 UHX,106.894000,15442634,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1508966365,26-October-2017 04:19:25,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,214,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115075,B 1069 UHX,106.894000,15442634,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1508966665,26-October-2017 04:24:25,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,214,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115075,B 1069 UHX,106.894000,15442634,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1508966965,26-October-2017 04:29:25,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,215,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115060,B 1069 UHX,106.893800,15478439,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1508978963,26-October-2017 07:49:23,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,215,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115060,B 1069 UHX,106.893800,15478439,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1508979263,26-October-2017 07:54:23,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,215,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115060,B 1069 UHX,106.893800,15478439,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1508979563,26-October-2017 07:59:23,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,236,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115059,B 1069 UHX,106.893900,15478439,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1508976568,26-October-2017 07:09:28,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,247,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115167,B 1069 UHX,106.894100,15478439,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1508983163,26-October-2017 08:59:23,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,26,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115048,B 1069 UHX,106.893900,15442634,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1508963665,26-October-2017 03:34:25,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,26,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115048,B 1069 UHX,106.893900,15442634,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1508963965,26-October-2017 03:39:25,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,26,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115048,B 1069 UHX,106.893900,15442634,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1508964265,26-October-2017 03:44:25,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
Anggrek-JAKARTA UTARA (KOTA),DKI JAKARTA,0,0,26,Jan  9 2019 12:00:00:000AM,1,Valid Location,08113312377,,-6.115048,B 1069 UHX,106.893900,15442634,49,AGD Dinas Kesehatan,,0,Stop And Parking,ENGINE OFF,active,351608080470821,1508964565,26-October-2017 03:49:25,VT-90Z,AGDdki,On Duty,Minibus,20171026,20171026
